,w_star,method,function,N
7670,-0.2632308386,MLE,4,10
7671,-0.22171564059999999,SAA,4,10
7672,-0.2677366627,KDE,4,10
7673,-0.2050370769,Bayesian,4,10
7674,-0.13908588560000001,Bagging,4,25
7675,-0.138333208,MLE,4,25
7676,-0.1377092408,SAA,4,25
7677,-0.1772807312,KDE,4,25
7678,-0.1272224281,Bayesian,4,25
7679,-0.22630795190000003,Bagging,4,50
7680,-0.2290174794,MLE,4,50
7681,-0.22436993170000002,SAA,4,50
7682,-0.26957973690000003,KDE,4,50
7683,-0.21830218989999997,Bayesian,4,50
7684,-0.30963938609999997,Bagging,4,10
7685,-0.4018479145,MLE,4,10
7686,-0.3081673215,SAA,4,10
7687,-0.44345241469999996,KDE,4,10
7688,-0.2375558741,Bayesian,4,10
7689,-0.2080774655,Bagging,4,25
7690,-0.2243751518,MLE,4,25
7691,-0.2032239448,SAA,4,25
7692,-0.2550725287,KDE,4,25
7693,-0.1995885362,Bayesian,4,25
7694,-0.23622249760000003,Bagging,4,50
7695,-0.246942561,MLE,4,50
7696,-0.2375263704,SAA,4,50
7697,-0.28704214829999997,KDE,4,50
7698,-0.2162163625,Bayesian,4,50
7699,-0.2366863609,Bagging,4,10
7700,-0.2752314936,MLE,4,10
7701,-0.24163694489999998,SAA,4,10
7702,-0.34868119670000003,KDE,4,10
7703,-0.21353355329999998,Bayesian,4,10
7704,-0.1644976255,Bagging,4,25
7705,-0.2349420883,MLE,4,25
7706,-0.1651044399,SAA,4,25
7707,-0.2119817604,KDE,4,25
7708,-0.1665729683,Bayesian,4,25
7709,-0.1660883133,Bagging,4,50
7710,-0.1979424984,MLE,4,50
7711,-0.1674373448,SAA,4,50
7712,-0.2031829719,KDE,4,50
7713,-0.1574930393,Bayesian,4,50
7714,-0.17630950620000002,Bagging,4,10
7715,-0.1491846863,MLE,4,10
7716,-0.1697369956,SAA,4,10
7717,-0.2417985894,KDE,4,10
7718,-0.1998383929,Bayesian,4,10
7719,-0.2259929852,Bagging,4,25
7720,-0.2951161537,MLE,4,25
7721,-0.2271071334,SAA,4,25
7722,-0.2898382952,KDE,4,25
7723,-0.2444765277,Bayesian,4,25
7724,-0.23592659440000002,Bagging,4,50
7725,-0.2746412424,MLE,4,50
7726,-0.2349136925,SAA,4,50
7727,-0.2872256506,KDE,4,50
7728,-0.2190313722,Bayesian,4,50
7729,-0.2818519117,Bagging,4,10
7730,-0.32995983510000004,MLE,4,10
7731,-0.2834327694,SAA,4,10
7732,-0.4020097675,KDE,4,10
7733,-0.2390720288,Bayesian,4,10
7734,-0.140139645,Bagging,4,25
7735,-0.1468173086,MLE,4,25
7736,-0.1416784898,SAA,4,25
7737,-0.18407456100000003,KDE,4,25
7738,-0.1518749777,Bayesian,4,25
7739,-0.22614133320000002,Bagging,4,50
7740,-0.2286360455,MLE,4,50
7741,-0.2267270725,SAA,4,50
7742,-0.2752322269,KDE,4,50
7743,-0.2093793429,Bayesian,4,50
7744,-0.1705075469,Bagging,4,10
7745,-0.2010690927,MLE,4,10
7746,-0.1677066777,SAA,4,10
7747,-0.24146526629999998,KDE,4,10
7748,-0.15497001130000002,Bayesian,4,10
7749,-0.2709457529,Bagging,4,25
7750,-0.2447640017,MLE,4,25
7751,-0.2646270307,SAA,4,25
7752,-0.3345454827,KDE,4,25
7753,-0.2339027527,Bayesian,4,25
7754,-0.2593880696,Bagging,4,50
7755,-0.2948572464,MLE,4,50
7756,-0.2607194268,SAA,4,50
7757,-0.3129195535,KDE,4,50
7758,-0.2404695063,Bayesian,4,50
7759,-0.16187993,Bagging,4,10
7760,-0.2166693657,MLE,4,10
7761,-0.163437167,SAA,4,10
7762,-0.2308398706,KDE,4,10
7763,-0.1500576191,Bayesian,4,10
7764,-0.2567986734,Bagging,4,25
7765,-0.30709753370000004,MLE,4,25
7766,-0.2573524043,SAA,4,25
7767,-0.3333040685,KDE,4,25
7768,-0.2330060738,Bayesian,4,25
7769,-0.2471919802,Bagging,4,50
7770,-0.2792287439,MLE,4,50
7771,-0.24283204320000001,SAA,4,50
7772,-0.2954287551,KDE,4,50
7773,-0.23910668300000001,Bayesian,4,50
7774,-0.16278070039999998,Bagging,4,10
7775,-0.21192172480000002,MLE,4,10
7776,-0.165384309,SAA,4,10
7777,-0.23556736809999998,KDE,4,10
7778,-0.1567507814,Bayesian,4,10
7779,-0.1591395669,Bagging,4,25
7780,-0.1745946661,MLE,4,25
7781,-0.1595936637,SAA,4,25
7782,-0.2017634989,KDE,4,25
7783,-0.146590883,Bayesian,4,25
7784,-0.17414483739999997,Bagging,4,50
7785,-0.1755615588,MLE,4,50
7786,-0.1747012712,SAA,4,50
7787,-0.21092339899999998,KDE,4,50
7788,-0.1741027253,Bayesian,4,50
7789,-0.24613354469999998,Bagging,4,10
7790,-0.2975292905,MLE,4,10
7791,-0.2586766575,SAA,4,10
7792,-0.3718425732,KDE,4,10
7793,-0.2454967459,Bayesian,4,10
7794,-0.1884790953,Bagging,4,25
7795,-0.2290201587,MLE,4,25
7796,-0.18379879010000003,SAA,4,25
7797,-0.237047675,KDE,4,25
7798,-0.1850524347,Bayesian,4,25
7799,-0.209165326,Bagging,4,50
7800,-0.2131661593,MLE,4,50
7801,-0.20813262370000002,SAA,4,50
7802,-0.25134571170000003,KDE,4,50
7803,-0.2028394064,Bayesian,4,50
7804,-0.2509557396,Bagging,4,10
7805,-0.36893220390000003,MLE,4,10
7806,-0.2640238494,SAA,4,10
7807,-0.37561761909999997,KDE,4,10
7808,-0.23729587600000002,Bayesian,4,10
7809,-0.1831904341,Bagging,4,25
7810,-0.2090504832,MLE,4,25
7811,-0.1854139193,SAA,4,25
7812,-0.23599953489999997,KDE,4,25
7813,-0.18377343640000002,Bayesian,4,25
7814,-0.1653849538,Bagging,4,50
7815,-0.1704729905,MLE,4,50
7816,-0.1680143508,SAA,4,50
7817,-0.20354241050000002,KDE,4,50
7818,-0.17529093420000003,Bayesian,4,50
7819,-0.11537491550000001,Bagging,4,10
7820,-0.1055999433,MLE,4,10
7821,-0.11621909849999999,SAA,4,10
7822,-0.1662744133,KDE,4,10
7823,-0.1549813669,Bayesian,4,10
7824,-0.2655008318,Bagging,4,25
7825,-0.3004435735,MLE,4,25
7826,-0.2653651227,SAA,4,25
7827,-0.34011609810000004,KDE,4,25
7828,-0.2302939638,Bayesian,4,25
7829,-0.17447676489999997,Bagging,4,50
7830,-0.1758777594,MLE,4,50
7831,-0.172872351,SAA,4,50
7832,-0.209230055,KDE,4,50
7833,-0.160139136,Bayesian,4,50
7834,-0.16075700029999998,Bagging,4,10
7835,-0.1996029302,MLE,4,10
7836,-0.1604285323,SAA,4,10
7837,-0.23195374859999998,KDE,4,10
7838,-0.1331330475,Bayesian,4,10
7839,-0.1989276089,Bagging,4,25
7840,-0.2399655568,MLE,4,25
7841,-0.2008778873,SAA,4,25
7842,-0.2586629038,KDE,4,25
7843,-0.1876247044,Bayesian,4,25
7844,-0.1869601418,Bagging,4,50
7845,-0.2215086607,MLE,4,50
7846,-0.18585954429999998,SAA,4,50
7847,-0.22240935399999998,KDE,4,50
7848,-0.17678102769999998,Bayesian,4,50
7849,-0.350802089,Bagging,4,10
7850,-0.3027167796,MLE,4,10
7851,-0.35802011780000004,SAA,4,10
7852,-0.48220089340000005,KDE,4,10
7853,-0.2963759256,Bayesian,4,10
7854,-0.2220112102,Bagging,4,25
7855,-0.2078185489,MLE,4,25
7856,-0.2241791545,SAA,4,25
7857,-0.2849219902,KDE,4,25
7858,-0.2094222479,Bayesian,4,25
7859,-0.1617248519,Bagging,4,50
7860,-0.1635196385,MLE,4,50
7861,-0.1597709767,SAA,4,50
7862,-0.194246896,KDE,4,50
7863,-0.1628956935,Bayesian,4,50
7864,-0.12748974429999999,Bagging,4,10
7865,-0.1445081059,MLE,4,10
7866,-0.12798942970000002,SAA,4,10
7867,-0.1839785211,KDE,4,10
7868,-0.1387795452,Bayesian,4,10
7869,-0.18062142050000002,Bagging,4,25
7870,-0.2107026442,MLE,4,25
7871,-0.1807391645,SAA,4,25
7872,-0.22589008530000002,KDE,4,25
7873,-0.1768276361,Bayesian,4,25
7874,-0.1697989021,Bagging,4,50
7875,-0.17664262760000002,MLE,4,50
7876,-0.1687385232,SAA,4,50
7877,-0.2014183259,KDE,4,50
7878,-0.1684192853,Bayesian,4,50
7879,-0.2210853008,Bagging,4,10
7880,-0.2547742112,MLE,4,10
7881,-0.2153046829,SAA,4,10
7882,-0.3069493565,KDE,4,10
7883,-0.1922960334,Bayesian,4,10
7884,-0.2020836509,Bagging,4,25
7885,-0.20408313179999998,MLE,4,25
7886,-0.20306368079999998,SAA,4,25
7887,-0.25532670539999996,KDE,4,25
7888,-0.19182442,Bayesian,4,25
7889,-0.1597901628,Bagging,4,50
7890,-0.1698015802,MLE,4,50
7891,-0.1588800646,SAA,4,50
7892,-0.191628579,KDE,4,50
7893,-0.1544946079,Bayesian,4,50
7894,-0.17470557609999998,Bagging,4,10
7895,-0.1554536742,MLE,4,10
7896,-0.1797380385,SAA,4,10
7897,-0.25787738260000004,KDE,4,10
7898,-0.18948466149999998,Bayesian,4,10
7899,-0.1004603782,Bagging,4,25
7900,-0.1224883799,MLE,4,25
7901,-0.1008205692,SAA,4,25
7902,-0.1302005969,KDE,4,25
7903,-0.1046947956,Bayesian,4,25
7904,-0.2141264226,Bagging,4,50
7905,-0.2339494418,MLE,4,50
7906,-0.213989885,SAA,4,50
7907,-0.2583112433,KDE,4,50
7908,-0.2004130242,Bayesian,4,50
7909,-0.3198945241,Bagging,4,10
7910,-0.2991684106,MLE,4,10
7911,-0.321590917,SAA,4,10
7912,-0.46357914170000003,KDE,4,10
7913,-0.2564215245,Bayesian,4,10
7914,-0.225572966,Bagging,4,25
7915,-0.2390998318,MLE,4,25
7916,-0.2280917197,SAA,4,25
7917,-0.29478566149999996,KDE,4,25
7918,-0.21100479239999997,Bayesian,4,25
7919,-0.15986154619999998,Bagging,4,50
7920,-0.1681852798,MLE,4,50
7921,-0.1579736574,SAA,4,50
7922,-0.1891174859,KDE,4,50
7923,-0.1486854024,Bayesian,4,50
7924,-0.1929253373,Bagging,4,10
7925,-0.3865336248,MLE,4,10
7926,-0.1919054847,SAA,4,10
7927,-0.2695457357,KDE,4,10
7928,-0.18212128589999999,Bayesian,4,10
7929,-0.19316095190000002,Bagging,4,25
7930,-0.2296106188,MLE,4,25
7931,-0.19621977920000003,SAA,4,25
7932,-0.2523857458,KDE,4,25
7933,-0.202675215,Bayesian,4,25
7934,-0.1906006741,Bagging,4,50
7935,-0.22334567,MLE,4,50
7936,-0.19235065469999998,SAA,4,50
7937,-0.2341466783,KDE,4,50
7938,-0.18771706059999999,Bayesian,4,50
7939,-0.2545353009,Bagging,4,10
7940,-0.38963961630000005,MLE,4,10
7941,-0.2604303918,SAA,4,10
7942,-0.3371892566,KDE,4,10
7943,-0.22910253449999998,Bayesian,4,10
7944,-0.2087848102,Bagging,4,25
7945,-0.2675316497,MLE,4,25
7946,-0.2030476845,SAA,4,25
7947,-0.2575978791,KDE,4,25
7948,-0.20313683300000002,Bayesian,4,25
7949,-0.20890822,Bagging,4,50
7950,-0.2388898983,MLE,4,50
7951,-0.20903884679999998,SAA,4,50
7952,-0.2542673871,KDE,4,50
7953,-0.2009713584,Bayesian,4,50
7954,-0.20077324719999998,True,4,10
7955,-0.0199954519,Bagging,5,10
7956,-0.09989694240000001,MLE,5,10
7957,-0.0095395974,SAA,5,10
7958,-0.0140730652,KDE,5,10
7959,-0.0097035674,Bayesian,5,10
7960,-0.024641762,Bagging,5,25
7961,-0.0208458814,MLE,5,25
7962,-0.0321005833,SAA,5,25
7963,-0.0362770148,KDE,5,25
7964,-0.027065094100000003,Bayesian,5,25
7965,0.054287863799999996,Bagging,5,50
7966,0.0462735795,MLE,5,50
7967,0.056188038899999994,SAA,5,50
7968,0.0554923323,KDE,5,50
7969,0.054020029500000004,Bayesian,5,50
7970,0.028882637000000003,Bagging,5,10
7971,0.0646327996,MLE,5,10
7972,0.0271413673,SAA,5,10
7973,0.028617140299999996,KDE,5,10
7974,0.01897174,Bayesian,5,10
7975,0.0281044331,Bagging,5,25
7976,0.08957984570000001,MLE,5,25
7977,0.0220843832,SAA,5,25
7978,0.021302006000000002,KDE,5,25
7979,0.023740175899999997,Bayesian,5,25
7980,-0.003452975,Bagging,5,50
7981,0.015021998,MLE,5,50
7982,-0.0097073458,SAA,5,50
7983,-0.0130851135,KDE,5,50
7984,0.011024456,Bayesian,5,50
7985,-0.045273110199999994,Bagging,5,10
7986,-0.059996548600000005,MLE,5,10
7987,-0.0458267236,SAA,5,10
7988,-0.046000500199999995,KDE,5,10
7989,-0.0175206838,Bayesian,5,10
7990,-0.0638619012,Bagging,5,25
7991,-0.050290564100000004,MLE,5,25
7992,-0.0630530841,SAA,5,25
7993,-0.0611485769,KDE,5,25
7994,-0.0870181159,Bayesian,5,25
7995,0.0105975457,Bagging,5,50
7996,0.0037087682,MLE,5,50
7997,0.010125073299999999,SAA,5,50
7998,0.0094885808,KDE,5,50
7999,0.0034001921000000003,Bayesian,5,50
8000,-0.1913783678,Bagging,5,10
8001,-0.1648436972,MLE,5,10
8002,-0.1878918417,SAA,5,10
8003,-0.18660734780000002,KDE,5,10
8004,-0.16046572650000002,Bayesian,5,10
8005,-0.047605743799999996,Bagging,5,25
8006,-0.1062727289,MLE,5,25
8007,-0.06279035,SAA,5,25
8008,-0.0661631935,KDE,5,25
8009,-0.073452454,Bayesian,5,25
8010,-0.04555530730000001,Bagging,5,50
8011,-0.027404150899999997,MLE,5,50
8012,-0.046107785400000004,SAA,5,50
8013,-0.049322498,KDE,5,50
8014,-0.0571712847,Bayesian,5,50
8015,0.1537439349,Bagging,5,10
8016,0.1577933511,MLE,5,10
8017,0.162358014,SAA,5,10
8018,0.1625059996,KDE,5,10
8019,0.162919592,Bayesian,5,10
8020,-0.1201497976,Bagging,5,25
8021,-0.0488605909,MLE,5,25
8022,-0.11634654380000001,SAA,5,25
8023,-0.1219554115,KDE,5,25
8024,-0.08714329859999999,Bayesian,5,25
8025,0.0302319045,Bagging,5,50
8026,-0.0523968666,MLE,5,50
8027,0.030348987799999998,SAA,5,50
8028,0.029793434900000002,KDE,5,50
8029,0.041538230499999995,Bayesian,5,50
8030,0.0451279819,Bagging,5,10
8031,-0.0616601936,MLE,5,10
8032,0.040424334900000004,SAA,5,10
8033,0.0392101803,KDE,5,10
8034,0.0402844884,Bayesian,5,10
8035,0.1145140208,Bagging,5,25
8036,0.1004741283,MLE,5,25
8037,0.1108689348,SAA,5,25
8038,0.1095220884,KDE,5,25
8039,0.0940378402,Bayesian,5,25
8040,-0.0106170132,Bagging,5,50
8041,-0.0256979081,MLE,5,50
8042,-0.0077330716,SAA,5,50
8043,-0.0024975596,KDE,5,50
8044,0.0033201659000000002,Bayesian,5,50
8045,0.1609238926,Bagging,5,10
8046,0.2068169041,MLE,5,10
8047,0.16640394349999998,SAA,5,10
8048,0.1662273616,KDE,5,10
8049,0.1597625607,Bayesian,5,10
8050,-0.0002284257,Bagging,5,25
8051,0.00954071,MLE,5,25
8052,-0.00130676,SAA,5,25
8053,-0.0011714605,KDE,5,25
8054,-0.006855261800000001,Bayesian,5,25
8055,0.0250293321,Bagging,5,50
8056,0.030870774,MLE,5,50
8057,0.0249395663,SAA,5,50
8058,0.027156735499999998,KDE,5,50
8059,0.0125901074,Bayesian,5,50
8060,0.07486712849999999,Bagging,5,10
8061,0.0645325308,MLE,5,10
8062,0.07252127,SAA,5,10
8063,0.0728930501,KDE,5,10
8064,0.0441060886,Bayesian,5,10
8065,0.044986692800000005,Bagging,5,25
8066,0.0127565094,MLE,5,25
8067,0.044763304500000003,SAA,5,25
8068,0.0431181349,KDE,5,25
8069,0.057218512199999995,Bayesian,5,25
8070,0.0160386172,Bagging,5,50
8071,0.0150243849,MLE,5,50
8072,0.0167333104,SAA,5,50
8073,0.016712448600000002,KDE,5,50
8074,0.0109208568,Bayesian,5,50
8075,0.0237094085,Bagging,5,10
8076,0.1450183967,MLE,5,10
8077,0.012373555900000001,SAA,5,10
8078,0.0132139609,KDE,5,10
8079,-0.0028005643,Bayesian,5,10
8080,0.0047041371,Bagging,5,25
8081,-0.0068692849,MLE,5,25
8082,0.0039381311,SAA,5,25
8083,0.0012479971,KDE,5,25
8084,0.0035720014,Bayesian,5,25
8085,-0.0281463877,Bagging,5,50
8086,-0.0072305895,MLE,5,50
8087,-0.0204207455,SAA,5,50
8088,-0.015058296200000001,KDE,5,50
8089,-0.0346155781,Bayesian,5,50
8090,0.07090155299999999,Bagging,5,10
8091,0.0645310837,MLE,5,10
8092,0.07192322,SAA,5,10
8093,0.0705711004,KDE,5,10
8094,0.1096795881,Bayesian,5,10
8095,0.0682074091,Bagging,5,25
8096,0.0765789533,MLE,5,25
8097,0.07355398070000001,SAA,5,25
8098,0.0734933201,KDE,5,25
8099,0.052145778899999995,Bayesian,5,25
8100,-0.0585721749,Bagging,5,50
8101,-0.08544074380000001,MLE,5,50
8102,-0.060661500199999996,SAA,5,50
8103,-0.0610494683,KDE,5,50
8104,-0.052938003,Bayesian,5,50
8105,-0.08238387280000001,Bagging,5,10
8106,-0.12308508580000001,MLE,5,10
8107,-0.0686149475,SAA,5,10
8108,-0.0657703212,KDE,5,10
8109,-0.0613905018,Bayesian,5,10
8110,0.013625388700000001,Bagging,5,25
8111,0.05329520099999999,MLE,5,25
8112,0.017573925900000002,SAA,5,25
8113,0.0193510831,KDE,5,25
8114,0.013136779599999999,Bayesian,5,25
8115,-0.021755987400000003,Bagging,5,50
8116,-0.028134908700000003,MLE,5,50
8117,-0.0231864075,SAA,5,50
8118,-0.0250595679,KDE,5,50
8119,-0.013711008899999998,Bayesian,5,50
8120,0.0300704821,Bagging,5,10
8121,0.13466542380000002,MLE,5,10
8122,0.0372694493,SAA,5,10
8123,0.0360965807,KDE,5,10
8124,0.0418010079,Bayesian,5,10
8125,-0.0562761626,Bagging,5,25
8126,-0.0340543212,MLE,5,25
8127,-0.060124005599999995,SAA,5,25
8128,-0.05902280730000001,KDE,5,25
8129,-0.07269235240000001,Bayesian,5,25
8130,0.007754112099999999,Bagging,5,50
8131,0.0093483522,MLE,5,50
8132,0.000390865,SAA,5,50
8133,0.0023430504,KDE,5,50
8134,0.0167125642,Bayesian,5,50
8135,0.0806603404,Bagging,5,10
8136,0.1282155026,MLE,5,10
8137,0.0732975198,SAA,5,10
8138,0.0694406286,KDE,5,10
8139,0.07339052730000001,Bayesian,5,10
8140,0.0719278249,Bagging,5,25
8141,0.0233719606,MLE,5,25
8142,0.0708941932,SAA,5,25
8143,0.0737825088,KDE,5,25
8144,0.071911362,Bayesian,5,25
8145,-0.0340389223,Bagging,5,50
8146,-0.051664632099999996,MLE,5,50
8147,-0.0364133216,SAA,5,50
8148,-0.039988840899999996,KDE,5,50
8149,-0.0216720114,Bayesian,5,50
8150,0.007392435699999999,Bagging,5,10
8151,0.0195477018,MLE,5,10
8152,0.0057159816,SAA,5,10
8153,0.0075921281000000005,KDE,5,10
8154,0.0029895152000000004,Bayesian,5,10
8155,0.09812908039999998,Bagging,5,25
8156,0.0641686969,MLE,5,25
8157,0.09451949039999999,SAA,5,25
8158,0.092811196,KDE,5,25
8159,0.0981130319,Bayesian,5,25
8160,-0.0477256313,Bagging,5,50
8161,-0.051560753499999994,MLE,5,50
8162,-0.0409485821,SAA,5,50
8163,-0.041083647,KDE,5,50
8164,-0.0679068057,Bayesian,5,50
8165,0.0400583015,Bagging,5,10
8166,0.1384219386,MLE,5,10
8167,0.0301803623,SAA,5,10
8168,0.0262774933,KDE,5,10
8169,0.0425541375,Bayesian,5,10
8170,0.09373168970000001,Bagging,5,25
8171,0.038346591400000005,MLE,5,25
8172,0.09218734599999999,SAA,5,25
8173,0.0920375795,KDE,5,25
8174,0.0995934973,Bayesian,5,25
8175,0.031975417,Bagging,5,50
8176,-0.0479567922,MLE,5,50
8177,0.0281664935,SAA,5,50
8178,0.0312153263,KDE,5,50
8179,0.0286316775,Bayesian,5,50
8180,0.0727263987,Bagging,5,10
8181,-0.021612691099999998,MLE,5,10
8182,0.0724238303,SAA,5,10
8183,0.0773675561,KDE,5,10
8184,0.0801722232,Bayesian,5,10
8185,0.035400649900000004,Bagging,5,25
8186,0.0272535149,MLE,5,25
8187,0.025530534900000002,SAA,5,25
8188,0.026652987799999996,KDE,5,25
8189,0.0145767228,Bayesian,5,25
8190,-0.016980997299999998,Bagging,5,50
8191,0.0123575503,MLE,5,50
8192,-0.011233805,SAA,5,50
8193,-0.0117507931,KDE,5,50
8194,-0.0214142757,Bayesian,5,50
8195,0.0102153289,Bagging,5,10
8196,0.0134397799,MLE,5,10
8197,0.0175592735,SAA,5,10
8198,0.0222038946,KDE,5,10
8199,0.0087416091,Bayesian,5,10
8200,0.0307473262,Bagging,5,25
8201,0.0818053117,MLE,5,25
8202,0.029979797599999997,SAA,5,25
8203,0.0329073731,KDE,5,25
8204,0.0024705549,Bayesian,5,25
8205,-0.05974748059999999,Bagging,5,50
8206,-0.06972472,MLE,5,50
8207,-0.0669904734,SAA,5,50
8208,-0.0710428387,KDE,5,50
8209,-0.0518956462,Bayesian,5,50
8210,0.0017705848999999998,Bagging,5,10
8211,0.0364638739,MLE,5,10
8212,-0.0003266204,SAA,5,10
8213,-0.007461069599999999,KDE,5,10
8214,0.0039476897,Bayesian,5,10
8215,-0.0982865959,Bagging,5,25
8216,-0.055020337999999995,MLE,5,25
8217,-0.1037489766,SAA,5,25
8218,-0.1003714772,KDE,5,25
8219,-0.1212306949,Bayesian,5,25
8220,-0.1270711475,Bagging,5,50
8221,-0.0765069412,MLE,5,50
8222,-0.1248343067,SAA,5,50
8223,-0.1251608199,KDE,5,50
8224,-0.1311543631,Bayesian,5,50
8225,0.084151596,Bagging,5,10
8226,0.0083726448,MLE,5,10
8227,0.08253615759999999,SAA,5,10
8228,0.0809696421,KDE,5,10
8229,0.1130707282,Bayesian,5,10
8230,-0.0342112875,Bagging,5,25
8231,-0.033240319500000004,MLE,5,25
8232,-0.036482491400000004,SAA,5,25
8233,-0.0369008137,KDE,5,25
8234,-0.0318128539,Bayesian,5,25
8235,0.0324368192,Bagging,5,50
8236,0.0454769521,MLE,5,50
8237,0.0340829165,SAA,5,50
8238,0.0343688236,KDE,5,50
8239,0.0531807898,Bayesian,5,50
8240,0.0579188393,Bagging,5,10
8241,-0.1321055096,MLE,5,10
8242,0.0637307932,SAA,5,10
8243,0.0585124096,KDE,5,10
8244,0.057801199000000004,Bayesian,5,10
8245,-0.0557093604,Bagging,5,25
8246,-0.0496706146,MLE,5,25
8247,-0.0493772455,SAA,5,25
8248,-0.047621278899999994,KDE,5,25
8249,-0.0528799546,Bayesian,5,25
8250,-0.022919254500000003,Bagging,5,50
8251,-0.005943564300000001,MLE,5,50
8252,-0.0239897248,SAA,5,50
8253,-0.0272668129,KDE,5,50
8254,-0.037511398,Bayesian,5,50
8255,0.0162270948,Bagging,5,10
8256,-0.0305917689,MLE,5,10
8257,0.0078491227,SAA,5,10
8258,6.98634390263973e-05,KDE,5,10
8259,-0.013758586000000001,Bayesian,5,10
8260,0.096137457,Bagging,5,25
8261,0.0988513301,MLE,5,25
8262,0.09852285779999999,SAA,5,25
8263,0.09938121220000001,KDE,5,25
8264,0.1064503468,Bayesian,5,25
8265,-0.0198684581,Bagging,5,50
8266,-0.019422798999999998,MLE,5,50
8267,-0.0166861045,SAA,5,50
8268,-0.0168199211,KDE,5,50
8269,-0.0326362685,Bayesian,5,50
8270,0.127979948,Bagging,5,10
8271,0.1565806882,MLE,5,10
8272,0.1286257089,SAA,5,10
8273,0.1282334296,KDE,5,10
8274,0.1070312945,Bayesian,5,10
8275,-0.0647668161,Bagging,5,25
8276,-0.0339511127,MLE,5,25
8277,-0.0667271097,SAA,5,25
8278,-0.0662500147,KDE,5,25
8279,-0.054838881799999996,Bayesian,5,25
8280,0.0013509315,Bagging,5,50
8281,0.0079654927,MLE,5,50
8282,0.0016294959,SAA,5,50
8283,0.0020038381,KDE,5,50
8284,0.0040720235,Bayesian,5,50
8285,0.1369836942,Bagging,5,10
8286,0.1158666198,MLE,5,10
8287,0.1394526765,SAA,5,10
8288,0.1340846462,KDE,5,10
8289,0.1382515276,Bayesian,5,10
8290,0.015150823899999999,Bagging,5,25
8291,-0.0435671388,MLE,5,25
8292,0.021667193300000002,SAA,5,25
8293,0.0224362879,KDE,5,25
8294,0.00039810970000000003,Bayesian,5,25
8295,0.020081209,Bagging,5,50
8296,0.0313194861,MLE,5,50
8297,0.0207925601,SAA,5,50
8298,0.0175735814,KDE,5,50
8299,0.0044802678999999995,Bayesian,5,50
8300,-0.20639749870000001,Bagging,5,10
8301,-0.21601419859999998,MLE,5,10
8302,-0.1997768006,SAA,5,10
8303,-0.2013529396,KDE,5,10
8304,-0.18054238879999998,Bayesian,5,10
8305,0.0408458549,Bagging,5,25
8306,0.0514174962,MLE,5,25
8307,0.041745248,SAA,5,25
8308,0.0422208314,KDE,5,25
8309,0.0333964809,Bayesian,5,25
8310,0.09558851970000001,Bagging,5,50
8311,0.12644121949999998,MLE,5,50
8312,0.0954460413,SAA,5,50
8313,0.0935935605,KDE,5,50
8314,0.0886875267,Bayesian,5,50
8315,-0.0247692898,Bagging,5,10
8316,-0.015520444599999999,MLE,5,10
8317,-0.0218771698,SAA,5,10
8318,-0.0214284949,KDE,5,10
8319,-0.0474214244,Bayesian,5,10
8320,0.0678253799,Bagging,5,25
8321,0.1248271045,MLE,5,25
8322,0.0632596667,SAA,5,25
8323,0.0586947909,KDE,5,25
8324,0.028389244100000002,Bayesian,5,25
8325,0.009336503000000001,Bagging,5,50
8326,0.0127656778,MLE,5,50
8327,0.0125117368,SAA,5,50
8328,0.0117685683,KDE,5,50
8329,0.0243201873,Bayesian,5,50
8330,0.0552163345,Bagging,5,10
8331,0.1263713016,MLE,5,10
8332,0.0476175881,SAA,5,10
8333,0.0467800168,KDE,5,10
8334,0.034944981800000004,Bayesian,5,10
8335,0.04792994440000001,Bagging,5,25
8336,0.08151238179999999,MLE,5,25
8337,0.0533964427,SAA,5,25
8338,0.0528243287,KDE,5,25
8339,0.0414530808,Bayesian,5,25
8340,-0.0729803216,Bagging,5,50
8341,-0.0525812975,MLE,5,50
8342,-0.0661615307,SAA,5,50
8343,-0.0635177132,KDE,5,50
8344,-0.0681370699,Bayesian,5,50
8345,0.0374706722,Bagging,5,10
8346,0.1497355845,MLE,5,10
8347,0.0433088393,SAA,5,10
8348,0.047490301,KDE,5,10
8349,0.0015877692000000002,Bayesian,5,10
8350,-0.1266360778,Bagging,5,25
8351,-0.19071017559999998,MLE,5,25
8352,-0.11257050699999999,SAA,5,25
8353,-0.1054945365,KDE,5,25
8354,-0.102766726,Bayesian,5,25
8355,-0.045192999299999995,Bagging,5,50
8356,-0.034539099999999996,MLE,5,50
8357,-0.0397817496,SAA,5,50
8358,-0.0391398897,KDE,5,50
8359,-0.046658007,Bayesian,5,50
8360,-0.1910483552,Bagging,5,10
8361,-0.1489664727,MLE,5,10
8362,-0.1850408912,SAA,5,10
8363,-0.186629291,KDE,5,10
8364,-0.1669807108,Bayesian,5,10
8365,-0.006733733,Bagging,5,25
8366,-0.0204296022,MLE,5,25
8367,-0.0003147117,SAA,5,25
8368,-0.0042320468,KDE,5,25
8369,-0.021057480899999998,Bayesian,5,25
8370,-0.0032764559000000005,Bagging,5,50
8371,0.011447375,MLE,5,50
8372,-0.0040216831,SAA,5,50
8373,-0.0011348729,KDE,5,50
8374,-0.0032406933000000003,Bayesian,5,50
8375,-0.11764797,Bagging,5,10
8376,-0.0809646409,MLE,5,10
8377,-0.1275542073,SAA,5,10
